code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,psychological_risk,total_clicks,avg_score,active_days,engagement_variability,inactivity_days,engagement_slope,assessment_consistency,persona_cluster,persona,attention_score,confusion_score,boredom_score,cognitive_overload_score,stability_score,intervention_style
BBB,2013B,434192,F,Wales,A Level or Equivalent,50-60%,0-35,2,120,N,Pass,0,612.0,76.72727272727273,50.0,3.0238042183870664,182.0,-0.1018574059921289,19.09497792138503,3,Passive Watcher,31.286644,68.713356,3.333333333333333,56.66666666666666,57.19872437164876,Interactive participation encouragement
BBB,2013B,434353,F,South East Region,HE Qualification,90-100%,35-55,1,60,N,Pass,0,758.0,82.8,81.0,2.115428801670513,159.0,-0.0211779043212792,15.490498880137968,5,Last-Minute Survivor,95.38783,4.6121683,12.0,38.0,85.09080096610982,Deadline management coaching
BBB,2013B,434646,F,London Region,HE Qualification,20-30%,0-35,1,270,N,Pass,0,1734.0,73.54545454545455,130.0,2.3061512208292787,115.0,-0.0179717968917085,11.894230839895751,3,Passive Watcher,39.30254,60.69746,0.0,70.0,55.66546292639024,Interactive participation encouragement
BBB,2013B,435245,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,0,1490.0,87.7,130.0,2.0485447774248766,112.0,-0.0314070559070668,11.879487456208798,5,Last-Minute Survivor,63.479733,36.520264,3.333333333333333,70.0,63.810397074191705,Deadline management coaching
BBB,2013B,435803,F,Wales,Lower Than A Level,0-10%,0-35,1,120,N,Fail,1,29.0,0.0,3.0,2.1105794120443453,2.0,-1.9285714285714288,0.0,0,Silent Isolator,32.191944,67.80806,30.0,53.333333333333336,58.916009084874105,Social engagement support
BBB,2013B,437562,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,0,354.0,78.3,30.0,1.8579283909126216,183.0,-0.0095600028243743,6.617317348358691,5,Last-Minute Survivor,77.680984,22.319021,15.384615384615383,15.384615384615383,86.81281174149066,Deadline management coaching
BBB,2013B,437967,F,Yorkshire Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,0,675.0,72.81818181818181,59.0,2.97146005659202,177.0,-0.0204878583470459,8.57692464486172,3,Passive Watcher,26.096409,73.90359,23.07692307692308,61.53846153846154,53.862162801648815,Interactive participation encouragement
BBB,2013B,438210,F,South East Region,HE Qualification,80-90%,35-55,0,90,N,Withdrawn,1,9.0,0.0,2.0,0.0,12.0,-0.5,0.0,1,Burnout Pattern,90.61404,9.385959,0.0,32.0,86.20468033333333,Mental wellness intervention
BBB,2013B,438379,F,Ireland,Lower Than A Level,,35-55,2,210,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Burnout Pattern,86.350975,13.649027,11.76470588235294,58.82352941176471,75.84248119607842,Mental wellness intervention
BBB,2013B,438703,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,312.0,78.36363636363636,23.0,2.710326136942756,210.0,0.0497019983771655,12.027241805773487,2,Anxiety-Spike Learner,69.63993,30.360064,30.0,90.0,58.97653662101908,Guided pacing and stress reduction
BBB,2013B,439857,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0,924.0,79.55555555555556,78.0,2.108876161710533,170.0,-0.0518296331820167,12.6205300117617,5,Last-Minute Survivor,97.1853,2.8146987,8.333333333333332,16.666666666666668,92.80325282387426,Deadline management coaching
BBB,2013B,440057,F,Wales,Lower Than A Level,10-20,0-35,2,120,N,Pass,0,427.0,80.0,56.0,1.807037524619956,184.0,-0.0427615180285717,13.91402170474087,5,Last-Minute Survivor,75.64972,24.35028,0.0,57.14285714285714,72.23327511084096,Deadline management coaching
BBB,2013B,440509,F,Wales,HE Qualification,30-40%,0-35,0,120,N,Pass,0,495.0,86.36363636363636,81.0,2.301103832587536,140.0,-0.0294281974774532,14.1228377266945,5,Last-Minute Survivor,79.202995,20.797003,14.285714285714285,51.19047619047619,75.2371389923121,Deadline management coaching
BBB,2013B,441000,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,1,258.0,84.0,16.0,4.070450166128047,198.0,-0.0696538925134406,27.712812921102035,5,Last-Minute Survivor,90.195076,9.804923,18.181818181818183,54.54545454545454,77.19305742947247,Deadline management coaching
BBB,2013B,441181,F,East Anglian Region,HE Qualification,20-30%,0-35,0,120,N,Pass,0,347.0,56.63636363636363,29.0,2.146290862257212,203.0,0.0334443859683429,15.920255822521993,5,Last-Minute Survivor,76.59036,23.409634,0.0,70.0,68.14802504591427,Deadline management coaching
BBB,2013B,441255,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,0,562.0,94.72727272727272,46.0,2.3948650409584897,189.0,-0.0549594294896482,5.849630912987744,5,Last-Minute Survivor,90.895096,9.104899,2.0,34.0,84.83341198634717,Deadline management coaching
BBB,2013B,441423,F,Ireland,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Burnout Pattern,74.87806,25.121939,16.0,56.00000000000001,72.95935366666666,Mental wellness intervention
BBB,2013B,442012,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,N,Pass,0,1465.0,86.18181818181819,114.0,2.0366379749939885,124.0,0.0026267149326478,14.197310884940018,3,Passive Watcher,21.556192,78.44381,23.33333333333333,76.66666666666666,47.617628452779776,Interactive participation encouragement
BBB,2013B,442143,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,1,38.0,87.0,3.0,1.959105724072909,23.0,0.0137795275590551,0.0,1,Burnout Pattern,78.42132,21.578682,6.0,45.0,77.15407075864236,Mental wellness intervention
BBB,2013B,442183,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,0,412.0,85.81818181818181,25.0,4.013228009379342,205.0,-0.0730169545238472,14.42094436448724,2,Anxiety-Spike Learner,83.56174,16.438265,28.57142857142857,78.57142857142857,66.99235947306403,Guided pacing and stress reduction
BBB,2013B,442456,M,London Region,HE Qualification,20-30%,35-55,1,60,N,Fail,1,297.0,34.55555555555556,23.0,2.6267989406154792,188.0,0.0272687201963596,11.822765233978796,5,Last-Minute Survivor,98.36449,1.6355116,10.0,46.0,83.2458964864615,Deadline management coaching
BBB,2013B,442466,F,South East Region,A Level or Equivalent,20-30%,0-35,2,240,Y,Pass,0,97.0,81.0,9.0,1.835490007878977,140.0,0.0140351934953187,12.549900398011133,5,Last-Minute Survivor,94.74021,5.2597885,4.0,36.0,85.63490716404034,Deadline management coaching
BBB,2013B,443108,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,1,420.0,78.0,31.0,4.123941047563547,160.0,0.0512076381587669,18.34021909257456,2,Anxiety-Spike Learner,70.56632,29.433676,21.052631578947366,68.42105263157893,66.0071101069525,Guided pacing and stress reduction
BBB,2013B,443288,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Distinction,0,5327.0,88.18181818181819,169.0,7.032901313704493,64.0,-0.009071245458972,9.785889656216057,4,Consistent Learner,52.7748,47.225204,12.0,75.0,56.91396489543183,Advanced learning opportunities
BBB,2013B,443452,M,South East Region,Lower Than A Level,0-10%,35-55,1,180,N,Fail,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Burnout Pattern,89.46232,10.537684,6.0,42.00000000000001,82.48743866666666,Mental wellness intervention
BBB,2013B,444117,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,0,325.0,92.9090909090909,26.0,2.465595855120448,209.0,-0.0298206273347905,8.080279023085101,5,Last-Minute Survivor,81.81274,18.18726,18.181818181818183,45.45454545454545,77.9641995634447,Deadline management coaching
BBB,2013B,444408,F,East Anglian Region,No Formal quals,20-30%,0-35,1,60,Y,Fail,1,457.0,88.6,28.0,2.553861618351204,83.0,-0.2363089519194619,10.573551910309044,5,Last-Minute Survivor,96.27192,3.7280805,2.0,15.000000000000002,92.90601929388293,Deadline management coaching
BBB,2013B,444784,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,1,281.0,70.0,24.0,1.9264744222444323,187.0,-0.0646178701698616,0.0,2,Anxiety-Spike Learner,67.539825,32.460175,28.000000000000004,65.99999999999999,66.53778352591853,Guided pacing and stress reduction
BBB,2013B,444926,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,180,Y,Pass,0,348.0,68.8,38.0,2.957868312387703,194.0,-0.0234818618363987,18.353322436127048,5,Last-Minute Survivor,86.482056,13.517947,12.0,48.0,78.50806156253743,Deadline management coaching
BBB,2013B,445065,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Distinction,0,8925.0,88.0,223.0,6.027762980406914,26.0,-0.0220219338537005,13.401492454200763,4,Consistent Learner,18.55356,81.44644,13.333333333333334,80.0,44.17526567319769,Advanced learning opportunities
BBB,2013B,445125,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1,381.0,66.54545454545455,23.0,3.8055310889941385,217.0,-0.082305956819896,17.32837924540917,3,Passive Watcher,39.499886,60.500114,16.666666666666664,53.333333333333336,60.7870071925575,Interactive participation encouragement
BBB,2013B,445889,F,London Region,A Level or Equivalent,50-60%,35-55,1,60,N,Pass,0,729.0,72.54545454545455,51.0,2.447121194056833,169.0,0.0240444798710816,20.01681111647725,2,Anxiety-Spike Learner,55.564976,44.435028,28.000000000000004,80.0,57.70595026864772,Guided pacing and stress reduction
BBB,2013B,446045,F,South Region,Lower Than A Level,,35-55,0,60,N,Pass,0,318.0,72.36363636363636,28.0,3.310659610391847,196.0,-0.0299564605478344,17.356685900670826,3,Passive Watcher,20.135433,79.86457,0.0,80.0,45.60825679653605,Interactive participation encouragement
BBB,2013B,446145,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Burnout Pattern,96.154335,3.84567,0.0,10.0,95.38477666666667,Mental wellness intervention
BBB,2013B,446247,F,Scotland,HE Qualification,40-50%,0-35,1,60,N,Withdrawn,1,105.0,83.0,6.0,2.7427059443979585,23.0,-0.8108322324966974,0.0,1,Burnout Pattern,81.15222,18.847782,0.0,70.0,69.46983735186735,Mental wellness intervention
BBB,2013B,446357,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,57.0,53.0,4.0,2.7493314695415982,34.0,-0.0939401958189997,0.0,1,Burnout Pattern,89.612495,10.387505,14.000000000000002,43.0,81.28772117681947,Mental wellness intervention
BBB,2013B,446856,F,Ireland,Lower Than A Level,70-80%,35-55,0,150,N,Fail,1,792.0,77.2,55.0,3.637848628835315,180.0,-0.0406021144198554,14.482172949296432,2,Anxiety-Spike Learner,46.093796,53.906204,54.0,103.0,46.48531579038823,Guided pacing and stress reduction
BBB,2013B,447007,F,Scotland,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn,1,80.0,0.0,12.0,1.6213820931655152,69.0,-0.0297341325699463,0.0,1,Burnout Pattern,79.94634,20.053654,10.0,40.0,79.4416546356115,Mental wellness intervention
BBB,2013B,447759,F,South Region,HE Qualification,90-100%,35-55,1,60,Y,Pass,0,3599.0,92.27272727272728,144.0,5.04057565776336,93.0,-0.0261944413825793,7.403930160271763,4,Consistent Learner,95.375,4.6249976,2.0,69.0,73.77814224741222,Advanced learning opportunities
BBB,2013B,447782,M,London Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,0,987.0,83.9090909090909,84.0,2.514767443281236,152.0,-0.0563448182496477,20.1119593548443,5,Last-Minute Survivor,89.87514,10.124863,0.0,43.00000000000001,81.45345651890625,Deadline management coaching
BBB,2013B,447790,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,1,204.0,100.0,14.0,2.085144140570747,101.0,-0.0534484088221685,0.0,5,Last-Minute Survivor,78.36961,21.630383,0.0,43.333333333333336,77.65037984203197,Deadline management coaching
BBB,2013B,465599,F,Scotland,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,0,587.0,83.66666666666667,57.0,2.1008461708253763,167.0,-0.0293442199406825,13.702189606044726,5,Last-Minute Survivor,96.39908,3.600927,0.0,29.411764705882348,88.29548737443076,Deadline management coaching
BBB,2013B,465730,F,Wales,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,1,145.0,86.8,13.0,1.8719675677198728,109.0,-0.0049320865682323,14.211106767439176,2,Anxiety-Spike Learner,55.397785,44.60222,30.0,60.0,64.50860414409337,Guided pacing and stress reduction
BBB,2013B,466037,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,1,194.0,88.6,17.0,3.5597239521323294,69.0,-0.1893057503506311,13.55728586406586,3,Passive Watcher,17.689817,82.31018,20.0,85.00000000000001,43.04336534928922,Interactive participation encouragement
BBB,2013B,466800,F,Scotland,Lower Than A Level,60-70%,0-35,1,60,N,Withdrawn,1,362.0,67.33333333333333,42.0,1.5376994044487726,215.0,-0.0159778630723913,12.89887407415672,2,Anxiety-Spike Learner,83.285225,16.714775,23.33333333333333,73.33333333333334,69.4713974207393,Guided pacing and stress reduction
BBB,2013B,466810,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,0,1212.0,85.36363636363636,108.0,2.1802181345384177,141.0,-0.0181515914491219,14.101579537574697,2,Anxiety-Spike Learner,85.47223,14.527776,27.27272727272727,63.63636363636363,73.21854740969931,Guided pacing and stress reduction
BBB,2013B,466959,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,1,95.0,64.33333333333333,9.0,3.8118276495704815,140.0,-0.0372939703734613,9.003702941938204,3,Passive Watcher,23.137707,76.8623,0.0,76.66666666666666,47.55306856125429,Interactive participation encouragement
BBB,2013B,466973,F,South East Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail,1,287.0,91.66666666666669,28.0,2.423570311445141,103.0,-0.1145687994061609,14.433756729740644,5,Last-Minute Survivor,75.33074,24.669262,14.285714285714285,57.14285714285714,71.9214368485659,Deadline management coaching
BBB,2013B,467035,F,South West Region,HE Qualification,20-30%,0-35,1,135,N,Pass,0,569.0,88.5,67.0,1.9398835857093224,164.0,-0.0143226350079452,12.668859459319927,2,Anxiety-Spike Learner,58.805965,41.194035,20.0,63.99999999999999,64.28869380476357,Guided pacing and stress reduction
BBB,2013B,467292,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,789.0,86.7,36.0,6.4662780975811565,197.0,-0.0160223006130899,11.643309953216336,3,Passive Watcher,38.56623,61.43377,0.0,73.33333333333334,52.92220618969517,Interactive participation encouragement
BBB,2013B,467756,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,2,180,N,Fail,1,199.0,73.5,10.0,2.8142291777312094,34.0,0.3190251000363768,9.192388155425116,5,Last-Minute Survivor,85.997345,14.002659,9.090909090909092,40.90909090909091,80.7580069710593,Deadline management coaching
BBB,2013B,467835,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1,58.0,0.0,4.0,1.6801751413906607,13.0,-0.4118518518518518,0.0,1,Burnout Pattern,75.43356,24.566437,14.285714285714285,57.14285714285714,72.20351023858407,Mental wellness intervention
BBB,2013B,468021,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,2,120,N,Fail,1,312.0,60.75,20.0,2.797130740942989,65.0,0.0234767059547386,13.450526631573451,3,Passive Watcher,37.42153,62.57847,14.000000000000002,50.0,61.54146641968567,Interactive participation encouragement
BBB,2013B,468792,F,Wales,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,1,251.0,85.33333333333333,13.0,4.402944210584434,51.0,-0.399543263131185,15.567059238447492,3,Passive Watcher,21.367008,78.632996,16.666666666666664,76.66666666666666,46.76579770758297,Interactive participation encouragement
BBB,2013B,468949,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,0,605.0,79.3,54.0,3.1226578524539104,179.0,-0.0604566471248119,18.42130409185095,2,Anxiety-Spike Learner,72.484505,27.515497,28.57142857142857,64.28571428571428,68.35871028727728,Guided pacing and stress reduction
BBB,2013B,469683,F,Scotland,A Level or Equivalent,0-10%,35-55,2,180,N,Pass,0,288.0,66.18181818181819,51.0,1.872832765991954,178.0,0.0042582088561427,25.86433135349987,5,Last-Minute Survivor,94.71756,5.282438,8.0,32.00000000000001,86.94824307800268,Deadline management coaching
BBB,2013B,470318,F,West Midlands Region,HE Qualification,40-50%,0-35,0,120,N,Pass,0,800.0,87.36363636363636,75.0,2.823460193795841,171.0,-0.0160160856104907,12.40381173085699,2,Anxiety-Spike Learner,85.63728,14.36272,30.0,84.0,66.27127326873472,Guided pacing and stress reduction
BBB,2013B,470653,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,1,514.0,84.1,33.0,4.211202673107878,202.0,0.0180327771102836,12.413702106946175,2,Anxiety-Spike Learner,70.87224,29.127762,18.181818181818183,95.45454545454544,57.06882995744889,Guided pacing and stress reduction
BBB,2013B,471219,F,North Western Region,HE Qualification,50-60%,35-55,1,120,N,Fail,1,688.0,68.0,24.0,4.781788062641776,58.0,-0.1348885793871866,35.38361202590826,5,Last-Minute Survivor,92.766014,7.233983,18.0,46.0,80.66140964578608,Deadline management coaching
BBB,2013B,471525,F,East Anglian Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass,0,696.0,81.36363636363636,75.0,2.1045938640722244,166.0,-0.0385756196374132,12.948148340768476,2,Anxiety-Spike Learner,74.25497,25.745033,17.647058823529413,64.70588235294117,69.14816359432886,Guided pacing and stress reduction
BBB,2013B,472182,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,1,501.0,74.0,17.0,3.3284587908800924,107.0,-0.1181723899516017,5.5677643628300215,3,Passive Watcher,21.423132,78.576866,43.333333333333336,71.66666666666667,48.80933618081775,Interactive participation encouragement
BBB,2013B,472348,F,London Region,No Formal quals,10-20,0-35,1,120,N,Withdrawn,1,122.0,38.0,14.0,1.849227637999945,54.0,0.1960448052793817,0.0,0,Silent Isolator,75.775604,24.224396,27.27272727272727,81.81818181818181,64.03606484793941,Social engagement support
BBB,2013B,472586,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,0,324.0,73.77777777777777,26.0,3.280092618408056,208.0,0.0489185486757926,19.929737691310557,5,Last-Minute Survivor,81.98226,18.01774,0.0,71.42857142857143,69.09119865100683,Deadline management coaching
BBB,2013B,473095,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,1,1223.0,78.86666666666666,101.0,3.762619807259687,167.0,0.005749227499455,26.8244735447386,5,Last-Minute Survivor,88.512405,11.487599,20.0,63.74999999999999,73.66659373091343,Deadline management coaching
BBB,2013B,473328,F,South East Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,0,543.0,85.33333333333333,47.0,2.507218270164546,175.0,0.0077068733648745,11.81101181101772,5,Last-Minute Survivor,72.87558,27.12442,6.0,45.0,75.12278724327848,Deadline management coaching
BBB,2013B,475078,F,Ireland,Lower Than A Level,60-70%,35-55,1,120,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Burnout Pattern,92.519104,7.4808965,4.0,60.00000000000001,77.50636783333333,Mental wellness intervention
BBB,2013B,475095,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,530.0,77.375,49.0,3.0629924379642413,179.0,-0.0613829051588847,18.047061494088965,5,Last-Minute Survivor,85.223816,14.776184,16.0,52.0,76.72027452067859,Deadline management coaching
BBB,2013B,475460,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,1,193.0,59.285714285714285,18.0,2.1691214164491224,216.0,-0.0527613274391648,5.822779568622009,5,Last-Minute Survivor,82.326324,17.67368,10.0,62.5,72.5523995278503,Deadline management coaching
BBB,2013B,475688,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,0,1417.0,71.0,79.0,5.172372251415808,159.0,0.0745453754010858,16.358484037342826,5,Last-Minute Survivor,76.44993,23.550074,16.0,46.0,75.09251791619474,Deadline management coaching
BBB,2013B,475901,F,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,1,34.0,0.0,8.0,1.3018205875255098,37.0,-0.0034965034965034,0.0,1,Burnout Pattern,59.952236,40.047764,0.0,35.0,74.55013847082483,Mental wellness intervention
BBB,2013B,476037,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,1,1333.0,67.38461538461539,55.0,4.198177668687508,157.0,-0.0608512773538755,23.6380288995595,3,Passive Watcher,18.127584,81.87241,13.333333333333334,68.33333333333333,48.53202633265972,Interactive participation encouragement
BBB,2013B,476201,M,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Distinction,0,1301.0,87.72727272727273,100.0,2.831577131747596,146.0,-0.0031325183096393,11.037127426019046,5,Last-Minute Survivor,92.901215,7.098779,8.0,40.0,83.35654795608413,Deadline management coaching
BBB,2013B,476297,F,Scotland,A Level or Equivalent,40-50%,35-55,1,120,N,Withdrawn,1,371.0,74.0909090909091,33.0,3.252366574680241,134.0,-0.0952465227448072,14.75435220844714,5,Last-Minute Survivor,89.06165,10.938347,16.0,61.0,74.93642880843991,Deadline management coaching
BBB,2013B,476369,F,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,0,444.0,91.1818181818182,48.0,2.650266598566692,187.0,-0.0134907194681289,7.373170034906044,2,Anxiety-Spike Learner,75.67317,24.326832,60.0,100.0,57.674300467144434,Guided pacing and stress reduction
BBB,2013B,476457,F,North Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,1,111.0,68.0,6.0,1.9241796548079333,34.0,-0.5123415610406938,0.0,0,Silent Isolator,20.158274,79.84173,40.0,100.0,39.41136344839736,Social engagement support
BBB,2013B,476596,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0,3323.0,80.7,74.0,12.781977404870393,170.0,-0.15978330780503,14.267679091802798,5,Last-Minute Survivor,84.09934,15.900658,0.0,66.66666666666667,68.21689930948764,Deadline management coaching
BBB,2013B,476709,F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,0,1009.0,82.45454545454545,55.0,3.633565810710348,184.0,-0.0327383087699261,6.039265458044321,2,Anxiety-Spike Learner,41.42668,58.57332,54.54545454545454,86.36363636363636,50.4764926085511,Guided pacing and stress reduction
BBB,2013B,476710,F,Yorkshire Region,Lower Than A Level,10-20,0-35,1,120,Y,Pass,0,879.0,83.27272727272727,76.0,2.063269941841654,160.0,-0.0286460905116992,16.352925787704834,2,Anxiety-Spike Learner,71.43214,28.567865,35.294117647058826,58.823529411764696,70.18177854879788,Guided pacing and stress reduction
BBB,2013B,476783,F,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction,0,2518.0,90.36363636363636,189.0,3.9344227337413056,60.0,0.040189921512255,8.558886928482314,4,Consistent Learner,79.42956,20.570438,0.0,64.70588235294117,70.2630856377725,Advanced learning opportunities
BBB,2013B,476816,F,London Region,A Level or Equivalent,10-20,0-35,1,150,N,Withdrawn,1,300.0,80.5,46.0,1.7374438638771117,87.0,0.0182028288102981,24.89310480166479,5,Last-Minute Survivor,96.12021,3.8797908,8.51063829787234,32.97872340425532,87.13468064395586,Deadline management coaching
BBB,2013B,476855,F,South Region,Lower Than A Level,40-50%,0-35,1,180,N,Withdrawn,1,68.0,0.0,4.0,2.3494051233232502,61.0,-0.2683376336159233,0.0,0,Silent Isolator,29.889465,70.110535,16.666666666666664,60.0,55.846686625558924,Social engagement support
BBB,2013B,476859,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,1,11.0,0.0,2.0,2.0615528128088303,20.0,0.4090909090909091,0.0,1,Burnout Pattern,94.79266,5.2073345,0.0,67.64705882352942,75.02801795455392,Mental wellness intervention
BBB,2013B,477009,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,1,164.0,62.81818181818182,26.0,1.882173485843514,197.0,0.006317797296357,30.970367068596985,5,Last-Minute Survivor,90.51431,9.485686,12.0,48.00000000000001,80.21071350471883,Deadline management coaching
BBB,2013B,477011,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,5215.0,75.0,207.0,5.801616014861383,41.0,0.1818627218869401,17.0,4,Consistent Learner,50.345493,49.654503,17.391304347826086,84.78260869565217,53.253757429828816,Advanced learning opportunities
BBB,2013B,477164,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0,140.0,71.0,12.0,1.565529447465761,162.0,0.0372776653530727,26.51624240180179,5,Last-Minute Survivor,78.28104,21.718962,10.0,55.00000000000001,73.90516951751141,Deadline management coaching
BBB,2013B,477167,F,Scotland,HE Qualification,80-90%,35-55,0,120,N,Distinction,0,1750.0,91.0909090909091,141.0,2.50497896843116,107.0,-0.0080329143381911,10.967721235102086,5,Last-Minute Survivor,99.40426,0.5957421,12.0,46.0,83.63309297718962,Deadline management coaching
BBB,2013B,477734,F,East Anglian Region,No Formal quals,40-50%,0-35,0,120,N,Pass,0,672.0,75.27272727272727,70.0,3.129040002623346,165.0,-0.0584269269157336,14.72474725821064,5,Last-Minute Survivor,87.2675,12.732498,7.142857142857142,50.0,78.04615399912555,Deadline management coaching
BBB,2013B,477835,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1,129.0,69.42857142857143,13.0,1.7352282124125755,96.0,-0.0398611775969363,16.308046509388575,5,Last-Minute Survivor,90.37198,9.628021,6.0,57.00000000000001,77.21225026252914,Deadline management coaching
BBB,2013B,478317,F,Scotland,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,1,4281.0,72.47368421052632,179.0,3.51636632736166,58.0,-0.1007014498552864,24.92737990655753,4,Consistent Learner,87.3152,12.684796,5.0,57.49999999999999,75.43294589087945,Advanced learning opportunities
BBB,2013B,478444,F,South Region,Lower Than A Level,90-100%,35-55,1,180,N,Distinction,0,186.0,85.36363636363636,16.0,2.637485377006677,162.0,-0.0419655283160261,15.207055778635972,5,Last-Minute Survivor,74.45522,25.544771,11.76470588235294,47.05882352941176,74.91964003119385,Deadline management coaching
BBB,2013B,478718,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1,90.0,65.0,9.0,1.7568092490482647,40.0,-0.3338939453897903,0.0,1,Burnout Pattern,86.678604,13.321394,13.79310344827586,41.3793103448276,81.18082880204138,Mental wellness intervention
BBB,2013B,478792,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,1,735.0,60.8,68.0,2.357655162862888,164.0,-0.0224753916948769,22.48357425124197,5,Last-Minute Survivor,89.84881,10.151192,4.0,34.0,84.49705094571237,Deadline management coaching
BBB,2013B,478873,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1,214.0,67.66666666666667,11.0,4.535974630356129,52.0,-0.2888280085411546,28.74601421646718,5,Last-Minute Survivor,71.05503,28.944965,15.0,53.75,70.92302012321463,Deadline management coaching
BBB,2013B,479060,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,0,8921.0,95.27272727272728,239.0,7.559839860184617,6.0,-0.087169968181698,5.061440686028213,4,Consistent Learner,85.39054,14.609462,14.000000000000002,77.0,66.94356604660513,Advanced learning opportunities
BBB,2013B,479171,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,0,1622.0,89.9,102.0,2.7036677460900878,141.0,0.0034097155299829,10.816140202904592,5,Last-Minute Survivor,70.7029,29.297096,6.25,37.5,76.8330787513033,Deadline management coaching
