code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,psychological_risk,total_clicks,avg_score,active_days,engagement_variability,inactivity_days,engagement_slope,assessment_consistency,persona_cluster,persona
BBB,2014J,630404,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,0,2258.0,61.2,96.0,6.591343162475354,155.0,0.007469045715565435,34.3030610878971,0,Last-Minute Survivor
BBB,2014J,630465,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,630597,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0,23.0,69.2,4.0,1.6908501882113505,215.0,0.007639141506002182,17.369513522260778,0,Last-Minute Survivor
BBB,2014J,630697,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0,132.0,82.0,11.0,3.464101615137754,215.0,0.0059280017245095925,14.14213562373095,0,Last-Minute Survivor
BBB,2014J,630716,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,90,N,Fail,1,1135.0,57.0,86.0,5.087926273981413,185.0,-0.019592648602491294,31.47220996371243,0,Last-Minute Survivor
BBB,2014J,630773,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,1,84.0,75.0,8.0,2.116714548653286,24.0,-0.516889049164563,0.0,1,Burnout Pattern
BBB,2014J,630834,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,0,3250.0,84.71428571428571,134.0,21.811901285338003,135.0,-0.01319849448963803,16.44771937161722,2,Anxiety-Spike Learner
BBB,2014J,631230,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,992.0,49.8,55.0,4.752884354159074,202.0,0.06509316188490964,29.431275881279767,0,Last-Minute Survivor
BBB,2014J,631248,M,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,0,947.0,66.8,56.0,5.625706920487672,203.0,0.10505680073019501,19.227584351654787,0,Last-Minute Survivor
BBB,2014J,631266,F,South East Region,Lower Than A Level,60-70%,0-35,0,75,N,Fail,1,162.0,1.0,11.0,6.633890517739989,173.0,-0.045241864668593805,0.0,5,Passive Watcher
BBB,2014J,631416,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,94.0,55.0,24.0,0.815888842413354,199.0,-0.0126066339370107,30.59411708155671,0,Last-Minute Survivor
BBB,2014J,631561,F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,120,Y,Fail,1,141.0,56.833333333333336,12.0,2.8885942563709155,158.0,-0.05781110802798183,30.564140208202595,0,Last-Minute Survivor
BBB,2014J,631640,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,0,621.0,68.8,30.0,17.067811065640075,239.0,0.011053996622185525,39.06020993287159,0,Last-Minute Survivor
BBB,2014J,631775,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,1,474.0,33.666666666666664,39.0,2.1619364971863546,80.0,-0.055119780863562236,30.0055550412475,0,Last-Minute Survivor
BBB,2014J,631954,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,0,841.0,66.5,38.0,6.652335359293991,196.0,0.11452381314080357,2.3804761428476167,2,Anxiety-Spike Learner
BBB,2014J,632144,F,West Midlands Region,HE Qualification,10-20,35-55,1,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,632255,M,South Region,Lower Than A Level,90-100%,35-55,1,120,N,Withdrawn,1,1163.0,45.0,57.0,5.012986296831798,103.0,0.008783730649459736,30.62678566222711,0,Last-Minute Survivor
BBB,2014J,632281,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,0,314.0,74.0,19.0,4.1301665977409865,186.0,0.0041713721418985645,15.03329637837291,0,Last-Minute Survivor
BBB,2014J,632431,F,South West Region,Lower Than A Level,20-30%,35-55,1,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,632473,F,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,Fail,1,464.0,100.0,18.0,4.983154598029273,43.0,0.2647872506234414,0.0,1,Burnout Pattern
BBB,2014J,632605,F,South Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,1,1381.0,1.0,76.0,6.598568647620348,187.0,-0.09081478037005013,0.0,2,Anxiety-Spike Learner
BBB,2014J,632632,F,South West Region,HE Qualification,10-20,0-35,1,60,N,Pass,0,739.0,37.4,70.0,4.387782770336588,164.0,0.0046991605774738135,21.927152117865194,0,Last-Minute Survivor
BBB,2014J,632722,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1,314.0,35.0,28.0,1.6426698022912438,90.0,-0.06034138703834464,48.08326112068523,0,Last-Minute Survivor
BBB,2014J,632955,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,556.0,55.2,43.0,5.069542360041955,213.0,-0.0013193667223584513,30.873937228672343,0,Last-Minute Survivor
BBB,2014J,633016,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,633206,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,1,5.0,0.0,2.0,0.5,0.0,3.0,0.0,5,Passive Watcher
BBB,2014J,633902,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,0,3093.0,82.6,89.0,52.92552097528549,148.0,0.07016297432323443,11.523888232710346,2,Anxiety-Spike Learner
BBB,2014J,633949,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,0,1350.0,84.2,70.0,6.045658084320843,165.0,0.07386789539326179,10.545141061171254,2,Anxiety-Spike Learner
BBB,2014J,634247,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,1,181.0,77.5,22.0,2.1524371843714887,208.0,0.019958141857969205,23.27373340628157,0,Last-Minute Survivor
BBB,2014J,634636,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0,8525.0,68.3529411764706,210.0,8.411999785867236,64.0,-0.0775473960250457,20.572861907348322,3,Anxiety-Spike Learner
BBB,2014J,634772,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,0,1186.0,55.2,48.0,8.591797580623815,223.0,0.0329004050934815,33.995587949026564,0,Last-Minute Survivor
BBB,2014J,635251,F,London Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,635328,M,London Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,1,204.0,48.2,27.0,1.9008675373180188,232.0,0.04008990513378443,29.969984984981224,0,Last-Minute Survivor
BBB,2014J,635425,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,635452,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,0,1118.0,69.0,48.0,5.486342615218528,180.0,0.0787794610307096,19.78635893740938,0,Last-Minute Survivor
BBB,2014J,635561,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1,156.0,66.0,10.0,3.190026831617671,145.0,-0.08649756399350399,30.789608636681304,0,Last-Minute Survivor
BBB,2014J,635716,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,635777,F,Wales,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,0,1833.0,56.2,64.0,6.984678462382262,181.0,0.0972920163386089,31.59430328397827,0,Last-Minute Survivor
BBB,2014J,635890,F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,1,1248.0,62.6,46.0,5.712873981353079,175.0,-0.056574034690464334,34.04115156689033,0,Last-Minute Survivor
BBB,2014J,635921,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,0,218.0,73.6,33.0,3.160195363247905,203.0,-0.0307394238353386,19.295077092357,0,Last-Minute Survivor
BBB,2014J,635924,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0,1195.0,52.4,46.0,7.114485013306182,185.0,0.005166167675367456,29.821133445930588,0,Last-Minute Survivor
BBB,2014J,636064,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,636302,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,Y,Pass,0,2939.0,79.8,139.0,7.724715920093017,109.0,0.0288404742797054,11.38859078200635,2,Anxiety-Spike Learner
BBB,2014J,636525,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,694.0,78.4,50.0,2.4922418847160492,197.0,-0.026668180502204777,12.095453691366853,0,Last-Minute Survivor
BBB,2014J,636660,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,636807,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,636953,F,South East Region,HE Qualification,70-80%,0-35,0,120,N,Fail,1,145.0,1.0,13.0,2.9290129845209063,38.0,-0.5931943797030033,0.0,5,Passive Watcher
BBB,2014J,637003,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,0,2493.0,75.6,89.0,21.072659918346073,160.0,0.02518873176388126,18.994736112934024,2,Anxiety-Spike Learner
BBB,2014J,637063,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0,2690.0,64.0,56.0,15.192292319416975,188.0,0.12173141140282248,35.53871128783372,0,Last-Minute Survivor
BBB,2014J,637238,F,South East Region,HE Qualification,20-30%,35-55,0,120,N,Pass,0,1115.0,46.0,51.0,6.198968315884866,192.0,0.02357059455637377,26.143832924802744,0,Last-Minute Survivor
BBB,2014J,637279,F,South East Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,0,616.0,64.6,24.0,6.520978810514921,210.0,-0.08708160758069783,21.80137610335641,0,Last-Minute Survivor
BBB,2014J,637295,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,637348,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,1,106.0,54.0,13.0,3.9558539517789177,128.0,0.07582292028884062,35.38361202590827,0,Last-Minute Survivor
BBB,2014J,637370,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,0,1356.0,72.0,73.0,5.685886151118765,169.0,0.03198502904923685,17.219175357722563,0,Last-Minute Survivor
BBB,2014J,637382,M,East Midlands Region,HE Qualification,50-60%,0-35,0,120,N,Pass,0,98.0,86.0,20.0,1.5718970432326635,239.0,-0.0266862359576491,9.617692030835672,0,Last-Minute Survivor
BBB,2014J,637388,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,1,2300.0,60.2,111.0,16.76509785973841,153.0,0.006939809005317637,33.282127335854,2,Anxiety-Spike Learner
BBB,2014J,637414,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,0,1462.0,82.0,100.0,6.316858677426694,161.0,0.05808761323980401,12.806248474865697,2,Anxiety-Spike Learner
BBB,2014J,637586,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,0,1207.0,75.0,94.0,4.790120653798306,169.0,-0.013880308842390995,41.4004830889689,0,Last-Minute Survivor
BBB,2014J,637715,M,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,0,796.0,41.2,72.0,4.34452289280898,172.0,0.028795317381626606,23.12358103754693,0,Last-Minute Survivor
BBB,2014J,637810,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,0,1130.0,47.6,65.0,7.973249371035939,181.0,-0.04746711405910043,30.07158126869952,0,Last-Minute Survivor
BBB,2014J,637815,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Distinction,0,2517.0,80.4,108.0,6.926297543621071,156.0,-0.014643055584802809,11.717508267545622,2,Anxiety-Spike Learner
BBB,2014J,637820,F,Wales,Lower Than A Level,70-80%,35-55,0,90,N,Fail,1,645.0,37.5,20.0,7.046797785832101,141.0,0.10306743320727095,25.540817005987364,0,Last-Minute Survivor
BBB,2014J,637867,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1,500.0,0.0,16.0,6.339853723284696,98.0,-0.3420353204383513,0.0,5,Passive Watcher
BBB,2014J,637903,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,0,370.0,81.4,12.0,9.16289069951191,152.0,-0.17257915168365925,13.957077057894322,0,Last-Minute Survivor
BBB,2014J,638036,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,1,554.0,34.5,26.0,6.521133618503607,91.0,0.07098572590610328,47.37615433949868,0,Last-Minute Survivor
BBB,2014J,638417,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,1,71.0,0.0,1.0,6.957621485250987,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,638516,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,60,N,Distinction,0,2014.0,68.4,90.0,8.862176094154592,173.0,-0.013985356541987529,37.84573952243502,0,Last-Minute Survivor
BBB,2014J,638544,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,1,62.0,79.33333333333333,24.0,0.9095385966738335,105.0,-0.026025283789444797,18.87679351302369,0,Last-Minute Survivor
BBB,2014J,638554,F,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,1,233.0,100.0,13.0,4.090790620556688,46.0,-0.06266306586716712,0.0,1,Burnout Pattern
BBB,2014J,638575,F,North Western Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn,1,17.0,0.0,3.0,1.636391694484477,5.0,0.8157894736842105,0.0,5,Passive Watcher
BBB,2014J,638756,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,0,173.0,70.8,28.0,1.9901259422013438,207.0,-0.01832080900771067,18.143869488066763,0,Last-Minute Survivor
BBB,2014J,638818,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,638997,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,0,1521.0,60.4,69.0,6.6623543238141325,177.0,-0.0351388571413474,24.234273250914708,0,Last-Minute Survivor
BBB,2014J,639659,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,639663,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0,189.0,68.0,14.0,2.886720958931923,200.0,0.10091905182039079,18.275666882497067,0,Last-Minute Survivor
BBB,2014J,639724,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Distinction,0,1292.0,92.0,85.0,5.48701817210884,174.0,-0.0246396105460326,6.670832032063168,2,Anxiety-Spike Learner
BBB,2014J,640225,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,0,1446.0,73.8,71.0,7.555916509442863,177.0,-0.00766373409969956,14.923136399564266,0,Last-Minute Survivor
BBB,2014J,640265,F,South East Region,A Level or Equivalent,60-70%,35-55,0,180,N,Withdrawn,1,930.0,27.5,38.0,6.027871031602839,55.0,-0.1469494883131597,37.476659402887016,0,Last-Minute Survivor
BBB,2014J,640289,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,1,433.0,23.666666666666668,18.0,11.219916933703745,99.0,-0.16322924698021074,20.256686138984662,0,Last-Minute Survivor
BBB,2014J,640291,F,North Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,1,662.0,25.5,32.0,5.325707393594913,63.0,-0.0855401301757538,34.64823227814083,0,Last-Minute Survivor
BBB,2014J,640330,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,640425,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,0,538.0,77.8,36.0,5.78352159154322,207.0,-0.03436685707495523,17.79606698121807,0,Last-Minute Survivor
BBB,2014J,640455,M,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Fail,1,125.0,64.8,17.0,2.389074732162159,206.0,0.03483088863913624,19.81665965797465,0,Last-Minute Survivor
BBB,2014J,640501,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,640701,M,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,0,320.0,75.4,30.0,3.9651497699850764,215.0,-0.049150091511745674,16.272676485446393,0,Last-Minute Survivor
BBB,2014J,640706,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,1,80.0,82.66666666666667,8.0,1.261680123761121,146.0,-0.11658169089110418,15.143755588800731,0,Last-Minute Survivor
BBB,2014J,640712,F,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,1,15.0,0.0,3.0,2.23606797749979,0.0,3.2142857142857144,0.0,5,Passive Watcher
BBB,2014J,640753,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,1,66.0,40.666666666666664,16.0,1.9346465162548796,184.0,-0.006034405820837333,34.961884007206095,0,Last-Minute Survivor
BBB,2014J,641045,F,North Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,641262,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,641329,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,1,796.0,52.75,40.0,4.283981078731401,197.0,-0.07534365673529263,40.705241267761416,0,Last-Minute Survivor
BBB,2014J,641540,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,641616,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,842.0,73.0,36.0,7.598869193486596,181.0,0.02905559796624647,15.74801574802362,0,Last-Minute Survivor
BBB,2014J,641795,F,Scotland,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn,1,5.0,0.0,1.0,0.5773502691896258,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,641840,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,933.0,69.0,73.0,3.016655252701083,179.0,0.0067415447588626744,19.03943276465977,0,Last-Minute Survivor
BBB,2014J,641992,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,1,452.0,38.5,18.0,5.470254468272713,54.0,-0.14751652745488553,53.033008588991066,0,Last-Minute Survivor
BBB,2014J,642067,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0,906.0,57.2,45.0,4.884730553112833,198.0,-0.04994535211199087,32.537670475926824,0,Last-Minute Survivor
BBB,2014J,642075,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1,222.0,100.0,12.0,3.3044582679229646,132.0,-0.18022384636555458,0.0,1,Burnout Pattern
BBB,2014J,642083,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,1755.0,67.6,92.0,10.53173675652003,177.0,0.046584452868254314,37.95128456323975,0,Last-Minute Survivor
BBB,2014J,642122,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,0,1467.0,65.0,17.0,91.51959196961988,137.0,-0.003909712870416111,21.50581316760657,2,Anxiety-Spike Learner
BBB,2014J,642201,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0,309.0,63.4,24.0,2.7861332596622317,239.0,-0.01945745783861821,21.431285542402723,0,Last-Minute Survivor
BBB,2014J,642250,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,1,622.0,82.0,22.0,5.47978468564277,120.0,0.06284300237523971,23.065125189341593,0,Last-Minute Survivor
BBB,2014J,642292,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,642405,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,0,1267.0,72.8,88.0,6.158271264286676,157.0,0.02394738679568766,40.41905491225642,0,Last-Minute Survivor
BBB,2014J,642413,F,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,0,1302.0,50.6,69.0,6.516949722101832,173.0,0.13081713385514485,28.465768916366898,0,Last-Minute Survivor
BBB,2014J,642439,F,Ireland,Lower Than A Level,,0-35,0,120,N,Withdrawn,1,202.0,55.6,15.0,3.198137961338298,182.0,-0.07323379126763149,25.481365740477884,0,Last-Minute Survivor
BBB,2014J,642550,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0,1343.0,67.6,80.0,10.959615562787205,159.0,0.02049487083740158,38.539590034145405,0,Last-Minute Survivor
BBB,2014J,642595,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,0,2807.0,84.2,118.0,12.604423818337448,129.0,-0.02827027931424869,10.059821071967434,2,Anxiety-Spike Learner
BBB,2014J,642600,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass,0,908.0,44.6,31.0,7.755368309212889,204.0,-0.024447887594314398,29.10841802640604,0,Last-Minute Survivor
BBB,2014J,642633,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,1,108.0,0.0,8.0,2.635504193307454,15.0,-1.0483271375464684,0.0,5,Passive Watcher
BBB,2014J,642698,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,0,1525.0,69.8,70.0,19.303534066654237,176.0,0.037186869823120916,18.417383093154143,2,Anxiety-Spike Learner
BBB,2014J,642731,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,642802,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1,52.0,0.0,2.0,3.4451822949956705,7.0,4.222222222222222,0.0,5,Passive Watcher
BBB,2014J,642834,F,South East Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,0,2472.0,50.4,91.0,8.873092668975342,153.0,-0.06225770127059931,28.07668071549769,0,Last-Minute Survivor
BBB,2014J,642836,F,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Passive Watcher
BBB,2014J,642988,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,1,20.0,0.0,4.0,1.2504544628399563,34.0,-0.2664941785252264,0.0,5,Passive Watcher
BBB,2014J,643172,F,London Region,HE Qualification,20-30%,35-55,0,120,N,Pass,0,3057.0,50.2,139.0,7.26560767580129,116.0,-0.05126062189202308,28.943047524405582,2,Anxiety-Spike Learner
BBB,2014J,643208,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0,1750.0,77.6,72.0,9.837529308691924,172.0,0.054274782684095295,16.379865689315036,2,Anxiety-Spike Learner
BBB,2014J,643321,F,North Western Region,HE Qualification,70-80%,35-55,0,120,N,Distinction,0,1316.0,84.4,49.0,5.938962969462596,201.0,-0.02712012533722769,10.620734437881403,0,Last-Minute Survivor
BBB,2014J,643354,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0,1073.0,77.6,55.0,7.910005272000038,179.0,-0.0540358593526716,14.117365193264641,0,Last-Minute Survivor
BBB,2014J,643587,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,0,2270.0,61.6,82.0,10.9570038102695,188.0,-0.08667565353965956,34.652561232901675,0,Last-Minute Survivor
BBB,2014J,643608,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn,1,364.0,77.0,25.0,7.861458040498756,71.0,-0.08563579533051882,32.526911934581186,0,Last-Minute Survivor
BBB,2014J,643953,M,Ireland,Lower Than A Level,0-10%,0-35,0,120,Y,Fail,1,185.0,65.33333333333333,17.0,5.893881507267531,106.0,-0.1353356890459364,31.643851430148846,0,Last-Minute Survivor
BBB,2014J,643986,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,0,1060.0,75.8,76.0,4.61434135582498,184.0,-0.005194557403340108,14.289856542317,0,Last-Minute Survivor
BBB,2014J,644069,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0,499.0,48.0,34.0,5.94662692068715,207.0,0.004046814044213264,26.56124997058685,0,Last-Minute Survivor
BBB,2014J,644101,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1,212.0,41.0,13.0,4.380890019262303,125.0,-0.09001399818401937,34.77067730142742,0,Last-Minute Survivor
BBB,2014J,644164,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,0,1121.0,71.0,41.0,7.496192229831102,229.0,0.022635799774254204,17.81852968120546,0,Last-Minute Survivor
BBB,2014J,644172,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0,1785.0,58.8,79.0,9.84965534056525,157.0,0.005705959688585056,32.59907974161234,0,Last-Minute Survivor
BBB,2014J,644362,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,0,2463.0,61.6,104.0,6.925255854271359,161.0,0.00957107344477568,34.500724630071176,0,Last-Minute Survivor
BBB,2014J,644482,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,4.0,100.0,1.0,0.0,0.0,0.0,0.0,1,Burnout Pattern
BBB,2014J,644484,F,South West Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,0,1760.0,67.0,91.0,6.334767343772002,157.0,-0.06804217118426889,19.026297590440446,0,Last-Minute Survivor
BBB,2014J,644599,F,South East Region,HE Qualification,10-20,0-35,0,60,N,Pass,0,96.0,52.0,12.0,1.7193776277617616,127.0,-0.016477060930208415,30.569592735265545,0,Last-Minute Survivor
BBB,2014J,644793,F,Wales,Lower Than A Level,10-20,35-55,0,60,N,Distinction,0,2394.0,60.6,103.0,14.095194376558082,155.0,-0.09436775025827414,36.23948123249007,0,Last-Minute Survivor
BBB,2014J,644822,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,0,814.0,58.6,33.0,4.786043081345846,216.0,0.003668088802299166,33.13306505592261,0,Last-Minute Survivor
BBB,2014J,644863,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,1,354.0,79.6,35.0,2.0150058181566046,188.0,0.03404532228757567,12.033287165193059,0,Last-Minute Survivor
BBB,2014J,644883,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1,38.0,1.0,6.0,2.8125178062114395,29.0,-0.2236842105263158,0.0,5,Passive Watcher
